,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,comments,org,repo
110,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgzOTk5Mzk2,MDEV-8072 - encryption of Galera gcache,https://github.com/MariaDB/server/pull/1321,2019-05-31T10:58:55Z,2019-06-05T07:36:19Z,2019-06-05T07:36:18Z,{'edges': []},1321,CONTRIBUTOR,mkaruza,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-31T20:05:03Z', 'updatedAt': '2019-05-31T20:05:03Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-497843257', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-01T05:21:55Z', 'updatedAt': '2019-06-01T05:21:55Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-497914429', 'author': {'login': 'janlindstrom'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-02T06:53:00Z', 'updatedAt': '2019-06-02T07:11:32Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-498004886', 'author': {'login': 'mkaruza'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-03T04:28:37Z', 'updatedAt': '2019-06-03T04:28:37Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-498108804', 'author': {'login': 'janlindstrom'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-03T07:38:56Z', 'updatedAt': '2019-06-03T07:38:56Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-498147227', 'author': {'login': 'mkaruza'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-03T11:23:49Z', 'updatedAt': '2019-06-03T11:23:49Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-498217934', 'author': {'login': 'janlindstrom'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-03T11:25:29Z', 'updatedAt': '2019-06-03T11:25:29Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-498218397', 'author': {'login': 'mkaruza'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-03T12:00:01Z', 'updatedAt': '2019-06-03T12:00:01Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-498227573', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-05T07:36:18Z', 'updatedAt': '2019-06-05T07:36:18Z', 'url': 'https://github.com/MariaDB/server/pull/1321#issuecomment-498972921', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
111,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgzODc4NTU3,MDEV-19638 - Compiler warnings,https://github.com/MariaDB/server/pull/1320,2019-05-31T02:51:17Z,2019-07-30T07:01:10Z,2019-07-30T07:01:10Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1320,CONTRIBUTOR,Thermi,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-31T10:28:41Z', 'updatedAt': '2019-05-31T10:28:41Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-497661192', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-31T17:24:37Z', 'updatedAt': '2019-05-31T17:24:37Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-497793060', 'author': {'login': 'Thermi'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-01T02:33:44Z', 'updatedAt': '2019-06-01T02:33:44Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-497905481', 'author': {'login': 'Thermi'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-17T06:57:19Z', 'updatedAt': '2019-06-17T08:04:10Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-502558282', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-18T03:04:29Z', 'updatedAt': '2019-06-18T03:04:29Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-502927037', 'author': {'login': 'Thermi'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-19T10:40:10Z', 'updatedAt': '2019-06-19T10:40:10Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-503506883', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-19T10:42:12Z', 'updatedAt': '2019-06-19T10:42:12Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-503507441', 'author': {'login': 'Thermi'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-24T03:36:13Z', 'updatedAt': '2019-06-24T14:58:39Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-504844808', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-07-04T09:02:14Z', 'updatedAt': '2019-07-04T09:02:14Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-508403156', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-07-26T06:29:28Z', 'updatedAt': '2019-07-26T06:29:28Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-515327308', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-07-30T07:01:10Z', 'updatedAt': '2019-07-30T07:01:10Z', 'url': 'https://github.com/MariaDB/server/pull/1320#issuecomment-516291810', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
112,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgzODY4ODkx,MDEV-19692 - Make sure io->path is always null terminated. Fixes a compiler warning,https://github.com/MariaDB/server/pull/1319,2019-05-31T01:48:37Z,2019-06-07T13:10:47Z,2019-06-07T12:55:23Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1319,CONTRIBUTOR,Thermi,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-31T10:28:29Z', 'updatedAt': '2019-05-31T10:28:29Z', 'url': 'https://github.com/MariaDB/server/pull/1319#issuecomment-497661141', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-31T17:24:13Z', 'updatedAt': '2019-05-31T17:24:13Z', 'url': 'https://github.com/MariaDB/server/pull/1319#issuecomment-497792921', 'author': {'login': 'Thermi'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-07T08:24:29Z', 'updatedAt': '2019-06-07T08:24:29Z', 'url': 'https://github.com/MariaDB/server/pull/1319#issuecomment-499801252', 'author': {'login': 'Kentoku'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-07T08:53:55Z', 'updatedAt': '2019-06-07T08:53:55Z', 'url': 'https://github.com/MariaDB/server/pull/1319#issuecomment-499809780', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-07T12:55:23Z', 'updatedAt': '2019-06-07T12:55:23Z', 'url': 'https://github.com/MariaDB/server/pull/1319#issuecomment-499873825', 'author': {'login': 'Thermi'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-07T13:01:23Z', 'updatedAt': '2019-06-07T13:01:30Z', 'url': 'https://github.com/MariaDB/server/pull/1319#issuecomment-499875670', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-07T13:10:47Z', 'updatedAt': '2019-06-07T13:10:47Z', 'url': 'https://github.com/MariaDB/server/pull/1319#issuecomment-499878788', 'author': {'login': 'Thermi'}}}]}",MariaDB,server
113,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgzODY3OTAx,MDEV-19690: Use different macros for C and C++ compiler flag setting to make sure incompatible flags aren't mixed,https://github.com/MariaDB/server/pull/1318,2019-05-31T01:41:15Z,2019-06-07T09:53:24Z,2019-06-07T09:53:24Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1318,CONTRIBUTOR,Thermi,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-31T10:21:30Z', 'updatedAt': '2019-05-31T10:21:30Z', 'url': 'https://github.com/MariaDB/server/pull/1318#issuecomment-497659310', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-31T17:24:24Z', 'updatedAt': '2019-05-31T17:24:24Z', 'url': 'https://github.com/MariaDB/server/pull/1318#issuecomment-497792983', 'author': {'login': 'Thermi'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-07T09:53:24Z', 'updatedAt': '2019-06-07T09:53:24Z', 'url': 'https://github.com/MariaDB/server/pull/1318#issuecomment-499827102', 'author': {'login': 'vaintroub'}}}]}",MariaDB,server
114,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgzNTg5OTMy,Galera GTID support,https://github.com/MariaDB/server/pull/1317,2019-05-30T09:56:32Z,2019-10-24T11:10:27Z,2019-10-24T11:10:27Z,{'edges': []},1317,CONTRIBUTOR,mkaruza,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-30T10:42:01Z', 'updatedAt': '2019-05-30T10:42:01Z', 'url': 'https://github.com/MariaDB/server/pull/1317#issuecomment-497287678', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-30T10:49:05Z', 'updatedAt': '2019-05-30T10:49:05Z', 'url': 'https://github.com/MariaDB/server/pull/1317#issuecomment-497289402', 'author': {'login': 'mkaruza'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-01T18:29:54Z', 'updatedAt': '2019-06-01T18:29:54Z', 'url': 'https://github.com/MariaDB/server/pull/1317#issuecomment-497967514', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-02T14:01:38Z', 'updatedAt': '2019-06-02T14:01:38Z', 'url': 'https://github.com/MariaDB/server/pull/1317#issuecomment-498033976', 'author': {'login': 'mkaruza'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-11T09:56:56Z', 'updatedAt': '2019-09-11T12:19:51Z', 'url': 'https://github.com/MariaDB/server/pull/1317#issuecomment-530310618', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
115,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgyNDg4Njk2,MDEV-18438 Don't stream xtrabackup_info of extra-lsndir,https://github.com/MariaDB/server/pull/1316,2019-05-27T12:09:17Z,2019-09-19T14:53:04Z,2019-09-19T14:53:04Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1316,CONTRIBUTOR,sloonz,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-28T00:21:11Z', 'updatedAt': '2019-05-28T00:21:11Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-496325179', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-28T05:53:19Z', 'updatedAt': '2019-05-28T05:53:19Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-496374847', 'author': {'login': 'sloonz'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-07T19:15:01Z', 'updatedAt': '2019-09-07T19:15:01Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-529138603', 'author': {'login': 'sloonz'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-10T06:21:09Z', 'updatedAt': '2019-09-10T06:21:09Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-529788809', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-12T17:55:18Z', 'updatedAt': '2019-09-12T18:00:32Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-530935993', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-12T17:57:39Z', 'updatedAt': '2019-09-12T17:57:39Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-530936909', 'author': {'login': 'sloonz'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-17T07:49:27Z', 'updatedAt': '2019-09-17T07:49:27Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-532104684', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-17T14:28:28Z', 'updatedAt': '2019-09-17T14:28:28Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-532246372', 'author': {'login': 'sloonz'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-17T14:35:08Z', 'updatedAt': '2019-09-17T14:35:08Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-532249373', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-17T14:35:24Z', 'updatedAt': '2019-09-17T14:35:24Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-532249484', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-17T14:52:41Z', 'updatedAt': '2019-09-17T14:52:41Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-532257137', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-19T14:53:03Z', 'updatedAt': '2019-09-19T14:53:03Z', 'url': 'https://github.com/MariaDB/server/pull/1316#issuecomment-533168433', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
116,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgxMTc4Mjkx,Remove double declaration of append(),https://github.com/MariaDB/server/pull/1315,2019-05-22T12:48:03Z,2019-05-27T09:17:20Z,2019-05-22T13:03:11Z,{'edges': []},1315,CONTRIBUTOR,an3l,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-22T12:53:18Z', 'updatedAt': '2019-05-22T12:53:18Z', 'url': 'https://github.com/MariaDB/server/pull/1315#issuecomment-494789186', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-22T13:03:11Z', 'updatedAt': '2019-05-22T13:03:11Z', 'url': 'https://github.com/MariaDB/server/pull/1315#issuecomment-494792641', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-22T13:08:07Z', 'updatedAt': '2019-05-22T13:08:07Z', 'url': 'https://github.com/MariaDB/server/pull/1315#issuecomment-494794302', 'author': {'login': 'svoj'}}}]}",MariaDB,server
117,MERGED,MDExOlB1bGxSZXF1ZXN0MjgxMTU4MTkz,Stale files cause intermittent failure when ordering is unfortunate,https://github.com/MariaDB/server/pull/1314,2019-05-22T11:51:37Z,2019-05-22T12:01:44Z,2019-05-22T12:01:40Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1314,MEMBER,robertbindar,{'login': 'svoj'},{'oid': 'aad4e5637daf52c2b27a355e0c2f9038d940209d'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-22T12:01:44Z', 'updatedAt': '2019-05-22T12:01:44Z', 'url': 'https://github.com/MariaDB/server/pull/1314#issuecomment-494773013', 'author': {'login': 'svoj'}}}]}",MariaDB,server
118,MERGED,MDExOlB1bGxSZXF1ZXN0MjgwNzcwNTY3,MDEV-19537: Document mysqlimport option ignore-foreign-keys,https://github.com/MariaDB/server/pull/1313,2019-05-21T12:56:10Z,2019-05-21T13:04:24Z,2019-05-21T13:04:19Z,{'edges': []},1313,CONTRIBUTOR,iangilfillan,{'login': 'svoj'},{'oid': 'aaa920dad359abd4b1b94330a0a942387a8814ad'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T13:04:24Z', 'updatedAt': '2019-05-21T13:04:24Z', 'url': 'https://github.com/MariaDB/server/pull/1313#issuecomment-494382211', 'author': {'login': 'svoj'}}}]}",MariaDB,server
119,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgwNTkyMjE5,sql_list: gcc-9 -Werror=deprecated-copy fixes,https://github.com/MariaDB/server/pull/1312,2019-05-21T01:27:32Z,2019-05-21T23:39:54Z,2019-05-21T23:39:53Z,{'edges': [{'node': {'name': 'license-mca'}}]},1312,CONTRIBUTOR,grooverdan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T07:42:58Z', 'updatedAt': '2019-05-21T07:42:58Z', 'url': 'https://github.com/MariaDB/server/pull/1312#issuecomment-494277826', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T13:38:33Z', 'updatedAt': '2019-05-21T13:38:33Z', 'url': 'https://github.com/MariaDB/server/pull/1312#issuecomment-494395010', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T19:33:06Z', 'updatedAt': '2019-05-21T19:33:06Z', 'url': 'https://github.com/MariaDB/server/pull/1312#issuecomment-494527041', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T23:39:53Z', 'updatedAt': '2019-05-21T23:39:53Z', 'url': 'https://github.com/MariaDB/server/pull/1312#issuecomment-494598333', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
120,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgwNTE0Nzk4,MDEV-19531 Add --color option to mtr,https://github.com/MariaDB/server/pull/1311,2019-05-20T19:32:46Z,2019-06-19T07:02:44Z,2019-06-19T07:02:43Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1311,CONTRIBUTOR,kevgs,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-20T23:52:19Z', 'updatedAt': '2019-05-21T03:00:39Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-494189477', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T01:04:24Z', 'updatedAt': '2019-05-21T01:04:24Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-494201334', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T07:50:24Z', 'updatedAt': '2019-05-21T07:50:41Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-494280442', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T09:09:41Z', 'updatedAt': '2019-05-21T09:09:41Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-494307833', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-05-21T09:54:51Z', 'updatedAt': '2019-05-21T09:54:51Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-494323554', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-21T10:29:32Z', 'updatedAt': '2019-05-21T10:29:32Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-494335022', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-05-21T11:15:12Z', 'updatedAt': '2019-05-21T11:15:12Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-494348242', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-19T07:02:43Z', 'updatedAt': '2019-06-19T07:02:43Z', 'url': 'https://github.com/MariaDB/server/pull/1311#issuecomment-503434439', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
121,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgwNDM5MjEx,MDEV-19205: Sphinx unable to connect using a host name,https://github.com/MariaDB/server/pull/1310,2019-05-20T15:24:27Z,2019-09-20T08:45:46Z,2019-09-20T08:45:46Z,{'edges': []},1310,CONTRIBUTOR,an3l,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-21T10:32:12Z', 'updatedAt': '2019-06-21T10:32:12Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-504378343', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-21T10:47:22Z', 'updatedAt': '2019-06-21T10:47:22Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-504382460', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-21T11:25:06Z', 'updatedAt': '2019-06-21T11:25:06Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-504391796', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-21T13:58:26Z', 'updatedAt': '2019-06-21T13:58:26Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-504435794', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-24T08:51:58Z', 'updatedAt': '2019-06-24T08:52:24Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-504920276', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-24T12:36:24Z', 'updatedAt': '2019-06-24T12:36:24Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-504991014', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-07-26T06:32:54Z', 'updatedAt': '2019-07-26T06:32:54Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-515328133', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-20T08:45:46Z', 'updatedAt': '2019-09-20T08:45:46Z', 'url': 'https://github.com/MariaDB/server/pull/1310#issuecomment-533466312', 'author': {'login': 'an3l'}}}]}",MariaDB,server
122,MERGED,MDExOlB1bGxSZXF1ZXN0MjgwMzcwMzUw,MDEV-19524 Server crashes in Bitmap<64u>::is_clear_all / Field_longstr::csinfo_change_allows_instant_alter,https://github.com/MariaDB/server/pull/1309,2019-05-20T12:30:11Z,2019-05-21T04:09:20Z,2019-05-21T04:09:20Z,{'edges': []},1309,CONTRIBUTOR,kevgs,{'login': 'abarkov'},{'oid': 'fae1319450eea47e9bb6d33cf5134671931b5fdc'},{'edges': []},MariaDB,server
123,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgwMjM5NDE3,MDEV-14448: Ctrl-C should not exit the client,https://github.com/MariaDB/server/pull/1308,2019-05-20T04:56:39Z,2019-10-28T09:42:45Z,2019-10-28T09:42:45Z,{'edges': []},1308,CONTRIBUTOR,an3l,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-05-20T16:13:45Z', 'updatedAt': '2019-05-20T16:13:45Z', 'url': 'https://github.com/MariaDB/server/pull/1308#issuecomment-494053773', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-22T09:24:21Z', 'updatedAt': '2019-05-22T09:24:21Z', 'url': 'https://github.com/MariaDB/server/pull/1308#issuecomment-494725296', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-02T13:22:49Z', 'updatedAt': '2019-10-25T13:52:12Z', 'url': 'https://github.com/MariaDB/server/pull/1308#issuecomment-527146787', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-28T09:42:44Z', 'updatedAt': '2019-10-28T09:42:44Z', 'url': 'https://github.com/MariaDB/server/pull/1308#issuecomment-546868290', 'author': {'login': 'an3l'}}}]}",MariaDB,server
124,CLOSED,MDExOlB1bGxSZXF1ZXN0MjgwMjMwMzAx,MDEV-19510 Issue with: sql/wsrep_mysqld.cc : ip_len,https://github.com/MariaDB/server/pull/1307,2019-05-20T03:42:51Z,2019-11-29T06:03:54Z,2019-11-29T06:03:54Z,{'edges': [{'node': {'name': 'license-mca'}}]},1307,CONTRIBUTOR,an3l,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-12T07:12:48Z', 'updatedAt': '2019-06-12T07:12:48Z', 'url': 'https://github.com/MariaDB/server/pull/1307#issuecomment-501149937', 'author': {'login': 'janlindstrom'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-21T04:58:29Z', 'updatedAt': '2019-09-21T05:00:41Z', 'url': 'https://github.com/MariaDB/server/pull/1307#issuecomment-533768023', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-23T11:25:41Z', 'updatedAt': '2019-09-23T11:25:41Z', 'url': 'https://github.com/MariaDB/server/pull/1307#issuecomment-534058604', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-23T11:38:50Z', 'updatedAt': '2019-09-23T11:38:50Z', 'url': 'https://github.com/MariaDB/server/pull/1307#issuecomment-534062238', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-29T06:03:53Z', 'updatedAt': '2019-11-29T06:03:53Z', 'url': 'https://github.com/MariaDB/server/pull/1307#issuecomment-559669990', 'author': {'login': 'an3l'}}}]}",MariaDB,server
